predict_flag,true_flag,predicted_flag
['d2e44f58b1fc2b7a752697a51fd5823bcb2bc1a4'],0.0,0.0
['40b8259e449661c85f8cb772c9444a2c1d7bb11c'],0.0,0.0
['6e1e90a9ffba1b18a8a24a9a5c0d1285ee5e5c67'],0.0,1.0
['67d1c919c3902a9d7881a8504b3801bc0ad4bfd7'],0.0,0.0
['b3e3ff0c0937d324c4f21e730310c96017edb782'],0.0,0.0
['e4f6b7d32355a464055e064b6b2bb33bde2b3c96'],-1.0,0.0
['e4000cf70c18274811aa7a74b10e0f7bac6b01fe'],-1.0,0.0
['8eabb3f8498a84e5a6c53ad2af301df0c3c17377'],0.0,0.0
['d3276fdc63b34a2d6035e15106b74af73ea1b241'],-1.0,1.0
['612d513856f6d435b8dd01d3ba8fc51e3c1416c6'],0.0,0.0
['22fc877b4d4796fa464959fbb6e28122a737713a'],0.0,0.0
['1258962fee315d1524b05991fb9cbea3701e626f'],0.0,0.0
['e5c6df2b719a1755b49915725832920a0bc91b7a'],0.0,0.0
['2b172035cd1dbcb940f0e90b24459ef1506ca2e6'],0.0,0.0
['fb44f14a3589ef5560470b8cf17145fd2f469d8b'],0.0,0.0
['a513dbaf5d79a9a4b19b00084a095b53debbe70a'],-1.0,0.0
"['867d40e6e7d8819173e3efbe46751e0948214ee8', '867d40e6e7d8819173e3efbe46751e0948214ee8']",-1.0,0.0
['5f64d9bcdbea44bee758f3c00822c96d19846c0f'],-1.0,
